   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo,acc,acm,acu,add,ass,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Northeast Treatment Centers,NET STEPS,2205 Bridge Street,,Philadelphia,PA,19137,,Philadelphia,215-831-6039,,215-743-6150 x6024,,http://www.netcenters.org,40.010615,-75.069159,SA,2017-02-01 17:30:00,1,,1,,,1,,,1,1,,1,1,,,,,,,1,1,1,,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,1,,,,1,,,,,1,1,1,1,1,1,,,,1,,1,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Treatment Centers,Wharton Center Residential Rehab,2205 Bridge Street,,Philadelphia,PA,19137,,Philadelphia,215-451-7000,Intakes,215-288-5490,215-289-3350,http://www.net-centers.org,40.0105756,-75.0691226,SA,2018-05-21 10:47:01.406,1,,1,,,1,,,,1,,,1,1,,,,1,,,1,1,,1,1,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,1,,,1,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,1,,,,,1,,,,,1,,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Healing Way,,7900 Frankford Avenue,,Philadelphia,PA,19136,,Philadelphia,215-335-3520 x110,,215-335-3520 x101,,http://www.thehealingway.net,40.0410434,-75.0299639,SA,2018-01-29 16:12:44.386,1,,1,1,,1,1,,1,1,1,1,1,,,,,1,,,1,1,,1,1,1,,1,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,1,,,1,1,1,,,,,,,,,1,,1,1,1,,1,1,,1,1,1,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,,1,1,,,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,
Livengrin Counseling Center,,9140 Academy Road,,Philadelphia,PA,19114,,Philadelphia,215-638-5200 x97116,,215-638-5200,,http://www.livengrin.org/,40.0554508,-75.0083123,SA,2018-03-09 14:13:04.253,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,1,,1,1,1,,,,1,,,1,,,1,1,1,,,,1,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Treatment Centers,,7520 State Road,,Philadelphia,PA,19136,,Philadelphia,267-348-3550,,,,http://,40.0297839,-75.0269339,SA,2018-06-11 13:06:31.455,1,,1,,,1,,,1,1,,1,1,,,,,,,1,1,,,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,,,,1,1,,,,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,,1,,,,1,,,1,1,1,1,1,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Merakey Parkside Recovery,Knights Road,11082 Knights Road,,Philadelphia,PA,19154,,Philadelphia,215-632-9040 x190,,215-632-9040 x126,,http://www.nhsonline.org,40.0836056,-74.975261,SA,2018-05-09 12:27:58.522,1,,,,,1,,,1,1,1,1,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,1,1,,1,,,1,,,,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,1,,1,,1,,,,1,1,1,1,,,,1,1,1,,1,,,1,,1,,1,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Liberation Way,,90 West Afton Avenue,Suite 101,Morrisville,PA,19067,,Bucks,877-636-9322 x103,,877-636-9322 x1,,http://liberationway.com,40.2421476,-74.8438732,SA,2017-03-13 14:03:43,1,,,,,,,,1,,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,1,1,1,1,,,1,,,,,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Wesley Family Services,,201 Corbet Street,,Tarentum,PA,15084,,Allegheny,724-226-0664,Intakes,888-222-4200,724-335-9883 x5581,http://www.fswp.org,40.6015963,-79.7516689,SA,2018-08-06 09:04:13.558,1,,,,,,,,1,,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,,1,1,,,,,1,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,1,,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,1,,1,,,,1,1,,1,,,,1,,,,,,1,1,,1,,,,1,1,1,,,,1,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
BioCare Recovery,,301 Oxford Valley Road,Suite 1402,Morrisville,PA,19067,,Bucks,267-392-5200,,,,http://www.biocarerecovery.com,40.2076995,-74.8673628,SA,2017-10-06 10:16:23.136,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,,1,1,,1,,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,1,1,1,,,,1,1,,,1,,1,1,1,1,1,,,,,1,1,,,,,,,1,1,1,1,,,,,,,1,,,,1,1,,,,,1,,,,1,,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Livengrin Foundation Inc,,4833 Hulmeville Road,,Bensalem,PA,19020,,Bucks,215-638-5200,,,800-245-4746,http://www.livengrin.org/,40.1190537,-74.9271192,SA,2018-03-09 14:13:12.237,1,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,,,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,1,1,1,,1,,,,,,1,1,,1,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,1,,,,1,,1,1,1,1,1,,,1,1,1,,,,1,1,,1,,,1,1,1,,,1,1,1,1,,1,1,1,,1,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Langhorne,,2291 Cabot Boulevard West,,Langhorne,PA,19047,,Bucks,215-642-3230,,215-642-3230 x107,,http://www.aldie.org,40.1915127,-74.8683026,SA,2018-06-20 09:49:30.107,1,,1,,,1,,,1,1,1,1,1,,,,,,,,1,1,,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,,,1,,,1,,,,1,,,,,1,,,1,1,1,,1,1,,1,1,,,,,,1,,1,1,1,1,,1,,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,1,1,1,1,,1,,1,1,,,,1,1,,,,1,,1,1,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Steps to Recovery,,1400 Veterans Highway,,Levittown,PA,19056,,Bucks,888-755-7227,,,,http://www.stepstorecovery.com,40.1489246,-74.8919605,SA,2018-02-01 14:27:03.134,1,,,,,,,,1,,1,1,,1,,,,,,,,1,,1,1,1,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,1,1,,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,1,,1,,1,,1,,1,1,1,1,,,1,1,1,1,,1,,,1,,1,1,1,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Libertae Inc,Liberty Halfway House,5245 Bensalem Boulevard,,Bensalem,PA,19020,,Bucks,215-639-8681,,215-639-8681 x201,,http://www.libertae.org,40.1143654,-74.9085002,SA,2018-05-03 12:18:00.708,1,,,,,1,,,,1,1,1,,1,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,1,1,,1,,,,1,,,,,,,1,1,,,,1,,,1,1,,,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,,,,,,1,,,,,1,1,,,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,1,,1,1,1,1,,1,1,1,,1,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Libertae Inc,Family House,5245 Bensalem Boulevard,,Bensalem,PA,19020,,Bucks,215-639-8681 x210,,215-639-8681 x201,,http://www.libertae.org,40.1142501,-74.9085453,SA,2017-10-04 16:42:57.346,1,,,,,1,,,1,1,1,1,,1,,,,1,,,,1,1,1,1,1,,1,,,1,1,,1,,,1,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,,,,1,,,,,,,1,,,,,1,,,1,1,,,1,1,1,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,1,,,,,1,1,,,1,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,1,,1,1,1,1,,1,1,1,,1,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
SPHS Behavioral Health,Alle Kiski Area Office,408 8th Street,Suite 1,New Kensington,PA,15068,,Westmoreland,724-339-6860,,,,http://www.sphs.org,40.563637,-79.765657,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,,,,,,,,,1,1,,1,,,,1,1,,,,,,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Livengrin Counseling Center,,1609 Woodbourne Road,Suites 403-A and B,Levittown,PA,19057,,Bucks,215-638-5200,Intakes,215-547-1440,800-245-4746,http://www.livengrin.org/,40.1617423,-74.868677,SA,2018-03-09 12:55:07.056,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,1,,1,1,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Greenbriar Treatment Center,New Kensington,701 4th Avenue,2nd Floor,New Kensington,PA,15068,,Westmoreland,724-339-7180,,,,http://www.greenbriar.net,40.56272,-79.766797,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,,,,1,,,1,,1,1,,,,1,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Butler Regional Recovery Program,Butler Memorial Hospital,1 Hospital Way,,Butler,PA,16001,,Butler,724-284-4759,,724-284-4357,,http://www.butlerhealthsystem.org,40.867222,-79.879006,SA,2017-02-01 17:30:00,1,1,,,,1,,,1,1,1,,,,,,,,,,,1,,1,1,1,1,,,1,,1,,,,,1,1,1,1,1,1,,1,,,,,,,,,1,,1,1,,,,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,1,,,1,1,1,1,,,,,1,1,,,,1,,,1,1,1,,,,,,,1,,,,1,,1,1,1,1,1,1,,1,,,1,,,,1,1,1,,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Butler Regional Recovery Program,Family Services,216 North Washington Street,,Butler,PA,16001,,Butler,724-284-4759,,724-284-4357,,http://www.butlerhealthsystem.org,40.863035,-79.8973489,SA,2018-05-03 11:54:52.765,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,1,,1,1,,,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,1,,,,,,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Ellen OBrien Gaiser Addiction Center,,315 Liberty Street,,Butler,PA,16001,,Butler,724-256-8882,,724-256-8882 x200,,http://www.gaisercenter.com,40.857975,-79.897826,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pyramid Healthcare,Bristol OP,1230 Veterans Highway,Suite F-1,Bristol,PA,19007,,Bucks,215-244-7607,,888-694-9996,,http://www.pyramidhealthcare.com,40.10985,-74.8769592,SA,2018-03-09 12:54:43.39,1,,,,,,,,1,,1,1,,,,,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,,,1,,,,,,,1,,,,,1,,1,,1,1,,,,,1,,,,,,,,,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,1,,,1,,,1,1,1,,,,1,1,1,,,,1,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Care Center,DBA SPHS Care Center,1610 North Main Street Extension,,Butler,PA,16001,,Butler,724-234-1370 x135,,,,http://,40.9005299,-79.9115075,SA,2017-10-03 11:38:23.283,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,,,,,,,1,,1,1,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Rehab,Westmoreland,508 South Church Street,Suite 201,Mount Pleasant,PA,15666,1702,Westmoreland,724-365-4020,,,,http://,40.1455885,-79.5493678,SA,2018-05-09 12:27:43.11,1,1,,,,,,,,1,1,1,,,,1,,,,,,1,1,1,1,1,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,,,1,,,1,,,,,,,,,,1,,,1,1,,,,,1,,1,1,1,1,1,,,1,1,1,,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,1,,,,1,,1,,1,1,,,,,,,1,,,,,1,1,1,1,1,,1,,1,1,,1,1,,,,1,1,1,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
RHJ Medical Center Inc,,1005 Old State Route 119,,Hunker,PA,15639,,Westmoreland,724-696-9600,,,,http://,40.1926664,-79.5874007,SA,2017-03-13 12:59:52,1,,1,1,,,,,,,,,1,,,,,,,1,1,1,1,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,,,,1,1,,,,,,1,1,,,,1,1,1,,,1,1,1,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Good Friends Inc,,868 West Bridge Street,P.O. Box 165,Morrisville,PA,19067,,Bucks,215-736-2861,,,,http://www.goodfriendsinc.org,40.201207,-74.78805,SA,2017-02-01 17:30:00,1,,,,,,,,,,,1,,1,,1,,1,,,,1,1,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,,1,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,,,,,1,,,,,,,,,1,1,,,,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,,1,1,,1,,1,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Western PA Adult/Teen Challenge,,220 Challenge Lane,P.O. Box 55,Rural Ridge,PA,15075,,Allegheny,724-265-4100,,844-888-8085,,http://www.teenchallengewpa.com,40.572095,-79.8260101,SA,2018-03-30 15:15:41.813,1,,,,,,,,,,1,1,,,,,,1,,,,1,1,1,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,,1,1,1,,,1,,1,1,,1,,,,,1,1,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
SOAR Corporation,,7500 Bristol Pike,,Levittown,PA,19057,,Bucks,215-269-9081,,,,http://,40.131369,-74.8312026,SA,2018-08-06 09:04:20.424,1,,1,1,,,,,,,,,1,,,,,,,1,1,1,,1,1,1,,1,,,,1,,,,,1,,1,1,,,1,,,,,,,,,,1,,,,,1,,,,,1,1,,,1,,,1,,,,1,,,1,,,,,1,,,1,1,,,1,1,1,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,1,,,1,,,,,1,,,,1,1,,1,,1,1,1,1,,,,,,,1,1,1,,1,1,,,1,1,1,,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Jade Wellness Center,,4105 Monroeville Boulevard,,Monroeville,PA,15146,,Allegheny,412-380-0100,,,,http://www.myjadewellness.com,40.435262,-79.767906,SA,2017-02-01 17:30:00,1,,,,,1,,,1,1,1,1,,,,,,,,1,,1,1,1,1,1,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,1,,,,1,,,1,1,1,1,1,,1,,,1,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations Medical Services,,160 Hindman Road,,Butler,PA,16001,,Butler,724-431-2006,,,888-694-9996,http://www.pyramidhealthcarepa.com/,40.8809419,-79.9451083,SA,2018-05-07 15:28:41.587,1,,1,1,,1,1,,,1,,,1,,,,,,,1,1,1,1,1,,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,,,,,1,,,,,,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,,,,1,,,,,1,,,1,1,1,,,,,,1,,,,,,,1,,,1,,1,1,,,,1,,,1,,,1,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
New Freedom Recovery Center,,2000 Commerce Loop,Suite 2200,Irwin,PA,15642,,Westmoreland,724-382-4628,,,,http://www.newfreedomrecovery.org,40.3112461,-79.7239637,SA,2018-05-07 15:33:09.506,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,1,1,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Greenbriar Treatment Center,Monroeville,"400 Penn Center Boulevard, Suite 707","Penn Center East, Building 4",Pittsburgh,PA,15235,,Allegheny,412-829-2103,,800-637-4673,,http://www.greenbriar.net,40.4279416,-79.8112718,SA,2017-07-26 13:53:02.693,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Rehab,Monroeville,777 Penn Center Boulevard,"Penn Center East Building 7, Suite 111",Pittsburgh,PA,15235,,Allegheny,412-373-2234,,,,http://www.gatewayrehab.org,40.4257705,-79.8113764,SA,2018-05-15 13:09:50.826,1,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,1,1,,,1,,1,,,1,,,1,,,,1,1,1,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Rehab Fox Chapel,,1360 Old Freeport Road,Suites 3-A and 3-B,Pittsburgh,PA,15238,4102,Allegheny,412-963-7077,Intakes,412-963-7077 x2032,412-963-7077 x2444,http://www.gatewayrehab.org,40.4884299,-79.8732689,SA,2018-06-05 12:04:11.5,1,,,,,,,,1,1,,1,,,,1,,,,,,1,,1,,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,1,,,,1,,,1,1,1,1,,,,,1,1,,,,1,,,1,1,1,,,,1,1,,,,,1,,1,1,,,,,1,,,1,,,1,,,,1,1,,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Familylinks,Family Treatment Center,8930 Frankstown Road,,Pittsburgh,PA,15235,,Allegheny,412-924-0300,,,,http://www.familylinks.org,40.460511,-79.867732,SA,2017-02-01 17:30:00,1,,,,,,,,,1,1,,,,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,1,1,,,1,1,1,,,,,1,1,1,,,1,,,1,1,,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,1,,,,,,1,,1,1,1,,,,,,,,,,,1,,1,,,,1,1,,,1,,,1,,1,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auberle,,2513 5th Avenue,,McKeesport,PA,15132,,Allegheny,412-673-5856 x1242,Intakes,412-673-5856 x1214,412-673-5856 x1228,http://www.auberle.org,40.3558585,-79.8345893,SA,2017-03-13 14:09:19,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,,1,,,,,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pyramid Healthcare Inc,Pyramid Pittsburgh,306 Penn Avenue,,Pittsburgh,PA,15221,,Allegheny,412-241-5341 x4514,,888-694-9996,,http://www.pyramidhealthcarepa.com/,40.4451036,-79.8911031,SA,2017-02-01 17:30:00,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,,1,1,,,,,,,,,1,,,,,,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,1,,1,,1,1,1,1,,,,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,1,,,,1,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
